,t,N_pump,p_pump,eta_pump,tau_pump,tau_turbine,T_gg_comb,Pcc_gg,MR_gg,dp_dt_gg,m_dot_gg_inj_fu,m_dot_gg_inj_ox,p_gg_inj_ox,p_gg_inj_fu,T_me_comb,Pcc_me,MR_me,dp_dt_me,m_dot_me_inj_fu,m_dot_me_inj_ox,p_me_inj_ox,p_me_inj_fu,m_dot_gg_mov,m_dot_gg_mfv,m_dot_me_mov,m_dot_me_mfv
758,[0.12887743],[2405.18517604],3000000.0,[0.],[5.61736343e-07],[3.27249809],[1113.17597005],[2157310.25539779],[1.80243527],[6026856.44594374],[0.01118993],[0.02016912],[4890329.81543652],[2989271.28018988],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02655946],[0.00511292],[0.],[0.]
759,[0.12926923],[2405.18517604],3000000.0,[0.],[5.64988728e-07],[3.28403902],[1122.4161809],[2159784.3708961],[1.81434527],[6470537.56573409],[0.01113295],[0.02019902],[4900807.39421088],[2983733.0708459],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02689456],[0.00524943],[0.],[0.]
760,[0.12964564],[2405.18517604],3000000.0,[0.],[5.68103813e-07],[3.29539793],[1131.37058748],[2162319.54944166],[1.82588947],[6884019.91703211],[0.01107864],[0.02022838],[4911216.53855203],[2978656.85720911],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02719786],[0.00542838],[0.],[0.]
761,[0.13000944],[2405.18517604],3000000.0,[0.],[5.71106807e-07],[3.30667682],[1140.10798582],[2164910.71567358],[1.83708807],[7272322.9031144],[0.01102682],[0.02025723],[4921562.9535498],[2974007.23020648],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02746815],[0.00563963],[0.],[0.]
762,[0.13036306],[2405.18517604],3000000.0,[0.],[5.7401919e-07],[3.31782239],[1148.60693382],[2167556.39020783],[1.84796413],[7634546.97100967],[0.01097728],[0.02028561],[4931850.60620604],[2969752.38894013],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02770395],[0.00587672],[0.],[0.]
763,[0.1307087],[2405.18517604],3000000.0,[0.],[5.76859681e-07],[3.32882279],[1156.87007479],[2170256.18180791],[1.85853928],[7970839.03503381],[0.01092984],[0.02031354],[4942081.90645356],[2965864.43967046],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02790346],[0.00613504],[0.],[0.]
764,[0.13104836],[2405.18517604],3000000.0,[0.],[5.79645163e-07],[3.33968872],[1164.91297029],[2173011.17277784],[1.86883352],[8281633.43070843],[0.01088434],[0.02034102],[4952257.74374421],[2962319.1798965],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0280644],[0.00641103],[0.],[0.]
765,[0.13138401],[2405.18517604],3000000.0,[0.],[5.82391446e-07],[3.35042971],[1172.75006169],[2175824.12263148],[1.87886531],[8566841.92796978],[0.01084061],[0.02036804],[4962377.33204849],[2959095.74835438],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02818379],[0.00670185],[0.],[0.]
766,[0.13171764],[2405.18517604],3000000.0,[0.],[5.85114004e-07],[3.36103843],[1180.38402457],[2178699.55988947],[1.88865186],[8824484.92090726],[0.0107985],[0.0203946],[4972437.75520738],[2956176.26239159],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02825757],[0.00700517],[0.],[0.]
767,[0.13205143],[2405.18517604],3000000.0,[0.],[5.87828778e-07],[3.37136068],[1187.71606252],[2181643.6849854],[1.8982091],[9039639.41901395],[0.01075785],[0.02042065],[4982432.89565644],[2953545.4707843],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0282798],[0.00731897],[0.],[0.]
768,[0.13238799],[2405.18517604],3000000.0,[0.],[5.90553215e-07],[3.38158228],[1194.88083321],[2184661.05868192],[1.90754863],[9226749.02023521],[0.01071855],[0.02044616],[4992350.66159187],[2951190.37215989],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02824068],[0.00764155],[0.],[0.]
769,[0.13273099],[2405.18517604],3000000.0,[0.],[5.93308569e-07],[3.39170654],[1201.89156501],[2187766.42505387],[1.9166877],[9381991.60502456],[0.01068043],[0.02047104],[5002163.01172118],[2949099.7102507],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0281193],[0.00797138],[0.],[0.]
770,[0.13309247],[2405.18517604],3000000.0,[0.],[5.96125024e-07],[3.40173072],[1208.76385448],[2190984.42580996],[1.92564662],[9498246.73310525],[0.01064323],[0.02049509],[5011651.84934132],[2947262.37391366],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0277524],[0.00830711],[0.],[0.]
771,[0.13348062],[2405.18517604],3000000.0,[0.],[5.99101973e-07],[3.41156041],[1215.52101387],[2194417.80313005],[1.93445576],[9537917.7247619],[0.01060616],[0.02051716],[5020964.39813429],[2945638.95736028],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02727556],[0.00864755],[0.],[0.]
772,[0.13390392],[2405.18517604],3000000.0,[0.],[6.02307918e-07],[3.42135372],[1222.27914534],[2198120.03058949],[1.94326653],[9501616.01314446],[0.01056858],[0.02053757],[5030134.37393968],[2944235.49818779],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02673501],[0.00899174],[0.],[0.]
773,[0.13437323],[2405.18517604],3000000.0,[0.],[6.05814086e-07],[3.43103215],[1228.98860033],[2202142.00044633],[1.9521348],[9370349.83973634],[0.01053016],[0.02055629],[5039153.82935671],[2943079.13479105],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02614604],[0.00933878],[0.],[0.]
774,[0.13490382],[2405.18517604],3000000.0,[0.],[6.09712422e-07],[3.44062427],[1235.67316283],[2206539.61159823],[1.9610817],[9131661.58346188],[0.01049068],[0.02057308],[5047998.93072055],[2942215.02766722],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02551728],[0.0096877],[0.],[0.]
775,[0.13551862],[2405.18517604],3000000.0,[0.],[6.14132082e-07],[3.45025586],[1242.42319986],[2211384.77037882],[1.97011634],[8776285.06428032],[0.01044994],[0.0205876],[5056629.12291169],[2941713.16728489],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02485454],[0.01003745],[0.],[0.]
776,[0.13625492],[2405.18517604],3000000.0,[0.],[6.19267578e-07],[3.45992762],[1249.24066232],[2216780.47863349],[1.97924135],[8276910.38169695],[0.01040769],[0.02059934],[5064979.04917332],[2941683.63138205],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0241622],[0.01038674],[0.],[0.]
777,[0.13717985],[2405.18517604],3000000.0,[0.],[6.25435169e-07],[3.46962975],[1256.11580077],[2222874.77192175],[1.98844367],[7593525.48249756],[0.01036364],[0.02060752],[5072939.67355219],[2942308.91060376],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02344377],[0.01073399],[0.],[0.]
778,[0.1384342],[2405.18517604],3000000.0,[0.],[6.33204516e-07],[3.47933419],[1263.01786047],[2229898.23688661],[1.99768214],[6663019.49226009],[0.01031741],[0.02061092],[5080313.45206284],[2943919.89552651],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02270231],[0.01107701],[0.],[0.]
779,[0.14029504],[2405.18517604],3000000.0,[0.],[6.43770439e-07],[3.48897806],[1269.87593852],[2238255.97889709],[2.00686183],[5373916.56687884],[0.01026844],[0.02060735],[5086688.41944401],[2947210.32756516],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0219406],[0.01141246],[0.],[0.]
780,[0.14307941],[2405.18517604],3000000.0,[0.],[6.59488563e-07],[3.49785696],[1275.92252613],[2248255.97889709],[2.01518478],[3591471.05978042],[0.01021951],[0.0205942],[5090713.69254206],[2953674.26405553],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02116167],[0.01173441],[0.],[0.]
781,[0.14545435],[2405.18517604],3000000.0,[0.],[6.83067439e-07],[3.50361177],[1278.09371176],[2258255.97889709],[2.01817427],[1558002.8132853],[0.01019363],[0.02057252],[5088580.9650966],[2965398.25275614],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02037158],[0.01202993],[0.],[0.]
782,[0.14761617],[2405.18517604],3000000.0,[0.],[7.03212177e-07],[3.49890081],[1268.16340815],[2261956.13865136],[2.00456389],[320593.3759644],[0.01025227],[0.02055132],[5079888.71349905],[2976384.06552462],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01959118],[0.0122696],[0.],[0.]
783,[0.14918342],[2405.18517604],3000000.0,[0.],[7.21524569e-07],[3.48766285],[1254.85951786],[2262649.20464387],[1.98675095],[-750279.28431417],[0.010327],[0.02051717],[5066094.95351445],[2986891.07911687],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01884333],[0.01244661],[0.],[0.]
784,[0.15031363],[2405.18517604],3000000.0,[0.],[7.34757781e-07],[3.47191363],[1239.56219722],[2261473.33186923],[1.96626954],[-1773996.53885798],[0.01041118],[0.02047118],[5052228.02983035],[2994565.41529125],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01815006],[0.01254668],[0.],[0.]
785,[0.15121518],[2405.18517604],3000000.0,[0.],[7.44257693e-07],[3.45705869],[1226.77268348],[2259468.35197282],[1.9491463],[-2548079.60303055],[0.0104804],[0.02042784],[5039691.78384724],[2999971.24413976],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01751804],[0.01256635],[0.],[0.]
786,[0.15197745],[2405.18517604],3000000.0,[0.],[7.51803225e-07],[3.44378317],[1216.31062189],[2257171.13116992],[1.93545562],[-3128852.04147321],[0.01053517],[0.02039036],[5027864.605907],[3003921.91478115],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01694888],[0.01244625],[0.],[0.]
787,[0.15264884],[2405.18517604],3000000.0,[0.],[7.58158551e-07],[3.43169582],[1207.51410397],[2254786.1022761],[1.92398111],[-3600937.82005231],[0.01058001],[0.02035573],[5016511.05502543],[3006749.62350029],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01644844],[0.0121978],[0.],[0.]
788,[0.15325973],[2405.18517604],3000000.0,[0.],[7.63736558e-07],[3.42051739],[1200.00684905],[2252368.45728106],[1.91418894],[-3999989.56144322],[0.01061698],[0.02032291],[5005520.59784429],[3008744.50592752],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01602861],[0.01191278],[0.],[0.]
789,[0.15383362],[2405.18517604],3000000.0,[0.],[7.68795345e-07],[3.41001651],[1193.44429746],[2249924.91416229],[1.90562956],[-4344056.31687108],[0.01064817],[0.02029147],[4994876.06424587],[3010088.56366624],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01572038],[0.01160769],[0.],[0.]
790,[0.15440949],[2405.18517604],3000000.0,[0.],[7.73533229e-07],[3.40007245],[1187.60661015],[2247431.87007455],[1.89801612],[-4634700.1201829],[0.01067506],[0.02026143],[4984910.25592306],[3010899.74297938],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01570598],[0.01129148],[0.],[0.]
791,[0.15500033],[2405.18517604],3000000.0,[0.],[7.78273504e-07],[3.39080475],[1182.36753617],[2244762.90051137],[1.891184],[-4824118.83200125],[0.01069939],[0.02023451],[4975163.59722618],[3011257.27058303],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01579446],[0.01097015],[0.],[0.]
792,[0.15561658],[2405.18517604],3000000.0,[0.],[7.83123734e-07],[3.38176833],[1177.47814871],[2241912.64220015],[1.88486084],[-4952185.65879006],[0.01072176],[0.02020903],[4965576.13701601],[3011157.63650426],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01595215],[0.01064822],[0.],[0.]
793,[0.15626918],[2405.18517604],3000000.0,[0.],[7.88169184e-07],[3.37290969],[1172.90810928],[2238860.81761647],[1.87900431],[-5018935.11893623],[0.01074231],[0.02018485],[4956132.89349203],[3010575.04075438],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01616498],[0.01033002],[0.],[0.]
794,[0.15697108],[2405.18517604],3000000.0,[0.],[7.93498109e-07],[3.36428002],[1168.70131139],[2235585.50286671],[1.87361445],[-5015099.08457592],[0.01076102],[0.02016201],[4946835.45437762],[3009466.43984802],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01642456],[0.01002017],[0.],[0.]
795,[0.15773915],[2405.18517604],3000000.0,[0.],[7.99215049e-07],[3.35588713],[1164.87925164],[2232065.38152384],[1.86871883],[-4935086.25448004],[0.01077775],[0.02014059],[4937696.88226613],[3007770.62699861],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0167251],[0.0097241],[0.],[0.]
796,[0.15859687],[2405.18517604],3000000.0,[0.],[8.05455278e-07],[3.34775346],[1161.480745],[2228274.89880564],[1.86436721],[-4771042.02320675],[0.01079226],[0.02012074],[4928742.0829697],[3005404.83960491],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01706223],[0.00944896],[0.],[0.]
797,[0.15957933],[2405.18517604],3000000.0,[0.],[8.12406974e-07],[3.33991689],[1158.56398913],[2224182.6959067],[1.86063415],[-4512386.61018177],[0.01080421],[0.02010268],[4920011.8022422],[3002261.00501651],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01743252],[0.00920571],[0.],[0.]
798,[0.16074337],[2405.18517604],3000000.0,[0.],[8.20351074e-07],[3.33243426],[1156.20975716],[2219749.44808058],[1.85762309],[-4144930.27833226],[0.01081312],[0.0200867],[4911571.70621594],[2998215.12301246],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01783306],[0.00901717],[0.],[0.]
799,[0.16219123],[2405.18517604],3000000.0,[0.],[8.29742322e-07],[3.32538155],[1154.51314728],[2214924.5788192],[1.85545582],[-3649738.08027193],[0.0108185],[0.02007325],[4903531.9562701],[2993396.0107852],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01826138],[0.00901301],[0.],[0.]
800,[0.16413768],[2405.18517604],3000000.0,[0.],[8.4139862e-07],[3.31874064],[1153.33748145],[2209640.27867081],[1.85395718],[-3007866.28758444],[0.01082171],[0.02006299],[4896093.52785418],[2987644.15237415],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01871525],[0.00908919],[0.],[0.]
801,[0.16687145],[2405.18517604],3000000.0,[0.],[8.57037703e-07],[3.31267131],[1152.81029642],[2203785.59928901],[1.85329056],[-2176462.21353522],[0.01082242],[0.0200571],[4889679.13422563],[2980524.09895954],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0191926],[0.00922715],[0.],[0.]
802,[0.17000943],[2405.18517604],3000000.0,[0.],[8.78962373e-07],[3.30794091],[1153.75936662],[2197835.66087283],[1.85451539],[-1210320.39942231],[0.01081434],[0.02005537],[4885882.16412473],[2971812.23743835],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01969101],[0.00942456],[0.],[0.]
803,[0.17398014],[2405.18517604],3000000.0,[0.],[9.04092895e-07],[3.30706811],[1158.32144993],[2194037.69787928],[1.86036483],[-451489.16728285],[0.01078034],[0.02005537],[4887644.0703787],[2963909.41452898],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02020266],[0.00968202],[0.],[0.]
804,[0.17805974],[2405.18517604],3000000.0,[0.],[9.35883928e-07],[3.31108848],[1165.02069027],[2192244.96551029],[1.86894833],[283318.48112798],[0.01073791],[0.02006861],[4897377.15501172],[2957078.47679582],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02071164],[0.00998766],[0.],[0.]
805,[0.18046402],[2405.18517604],3000000.0,[0.],[9.6858649e-07],[3.32223861],[1174.96332448],[2193400.79169915],[1.88168271],[970796.56067923],[0.0106822],[0.02010051],[4914345.21636921],[2953798.53143952],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02119162],[0.01033157],[0.],[0.]
806,[0.18226506],[2405.18517604],3000000.0,[0.],[9.87924402e-07],[3.3377044],[1184.29788471],[2195734.86036706],[1.89374126],[1842253.73567279],[0.01064286],[0.02015483],[4927694.66777566],[2954067.24372915],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0216114],[0.01069161],[0.],[0.]
807,[0.18373357],[2405.18517604],3000000.0,[0.],[1.00247776e-06],[3.34931521],[1189.91182943],[2199052.82251173],[1.90105921],[2128828.11525498],[0.01062144],[0.02019198],[4939958.97081282],[2955832.269427],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02197836],[0.01104883],[0.],[0.]
808,[0.18500326],[2405.18517604],3000000.0,[0.],[1.01438548e-06],[3.35933737],[1193.67078077],[2202179.04372191],[1.9059587],[2332583.91892789],[0.01061186],[0.02022576],[4951524.91641537],[2958469.90384129],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02229188],[0.01139517],[0.],[0.]
809,[0.18614775],[2405.18517604],3000000.0,[0.],[1.02471178e-06],[3.3683494],[1196.28203573],[2205140.70399485],[1.90936187],[2493792.61051016],[0.01060958],[0.02025752],[4962618.92075407],[2961719.06781036],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02254968],[0.01172559],[0.],[0.]
810,[0.18721431],[2405.18517604],3000000.0,[0.],[1.03404476e-06],[3.37666746],[1198.09392563],[2207994.80911692],[1.91172283],[2624571.35507511],[0.01061236],[0.02028789],[4973349.51266714],[2965455.60523113],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02274751],[0.01203618],[0.],[0.]
811,[0.18823852],[2405.18517604],3000000.0,[0.],[1.04276378e-06],[3.38445737],[1199.29228703],[2210794.07619798],[1.9132838],[2725393.77661867],[0.01061896],[0.02031707],[4983763.02216814],[2969623.80905412],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0228784],[0.01232331],[0.],[0.]
812,[0.18925337],[2405.18517604],3000000.0,[0.],[1.05115589e-06],[3.39180525],[1199.97785526],[2213585.45062005],[1.9141761],[2791437.58038573],[0.01062864],[0.02034508],[4993855.24903518],[2974213.9624616],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02293003],[0.01258314],[0.],[0.]
813,[0.1903019],[2405.18517604],3000000.0,[0.],[1.05948936e-06],[3.39874058],[1200.19610083],[2216418.34087946],[1.91445894],[2812354.31526568],[0.01064098],[0.02037172],[5003534.05872371],[2979263.91222419],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02287364],[0.0128111],[0.],[0.]
814,[0.19154103],[2405.18517604],3000000.0,[0.],[1.06811699e-06],[3.40522054],[1199.9416359],[2219367.17208742],[1.9141252],[2764739.60766947],[0.01065572],[0.02039639],[5011995.85822526],[2984902.66498727],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02251347],[0.01300103],[0.],[0.]
815,[0.19314986],[2405.18517604],3000000.0,[0.],[1.0783324e-06],[3.41079817],[1199.13581824],[2222793.04606478],[1.91307205],[2509908.46124663],[0.01067123],[0.02041483],[5019697.92506785],[2991926.31443506],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02204541],[0.0131432],[0.],[0.]
816,[0.19488085],[2405.18517604],3000000.0,[0.],[1.09161732e-06],[3.41551823],[1197.23438293],[2226831.05939399],[1.91058939],[2031553.5237763],[0.01069211],[0.02042823],[5026347.54864729],[3001220.56839545],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02151251],[0.01321154],[0.],[0.]
817,[0.19680275],[2405.18517604],3000000.0,[0.],[1.10593081e-06],[3.41811741],[1192.55480321],[2230347.66447468],[1.90448337],[1523376.88383321],[0.01073241],[0.02043969],[5029613.15412133],[3010227.22162973],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02093459],[0.01300157],[0.],[0.]
818,[0.19913466],[2405.18517604],3000000.0,[0.],[1.12183502e-06],[3.41803238],[1186.92113896],[2233275.44993239],[1.897133],[900460.84200719],[0.01077464],[0.02044092],[5028866.15517212],[3018469.01083996],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02033896],[0.01264483],[0.],[0.]
819,[0.20226092],[2405.18517604],3000000.0,[0.],[1.14113158e-06],[3.41489042],[1180.46975323],[2235375.23680729],[1.88871638],[181051.5486951],[0.01081714],[0.02043051],[5022836.68573145],[3025928.08912271],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01975221],[0.01221214],[0.],[0.]
820,[0.20445621],[2405.18517604],3000000.0,[0.],[1.1669777e-06],[3.4071916],[1172.30732884],[2235941.25118637],[1.87823708],[-594100.00115644],[0.01086465],[0.02040638],[5008595.94666246],[3032093.30767215],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0192114],[0.01172469],[0.],[0.]
821,[0.20614731],[2405.18517604],3000000.0,[0.],[1.1850862e-06],[3.39295863],[1162.04032215],[2234637.02701636],[1.86507616],[-1544204.53651818],[0.01091589],[0.02035896],[4995614.44801027],[3033519.00698175],0,100000.0,0,0,0,0,[100000.],[100000.],[0.0188077],[0.01119911],[0.],[0.]
822,[0.20784021],[2405.18517604],3000000.0,[0.],[1.1989774e-06],[3.38118571],[1155.6537275],[2232025.63132932],[1.85689243],[-1993957.62150596],[0.01094348],[0.02032087],[4985625.1434967],[3032452.1715788],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01877127],[0.01066836],[0.],[0.]
823,[0.20966519],[2405.18517604],3000000.0,[0.],[1.21283523e-06],[3.37239388],[1151.83599188],[2228650.05035833],[1.85200369],[-1995254.96726785],[0.01095924],[0.02029654],[4976348.86108817],[3029303.92240587],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01885909],[0.01014821],[0.],[0.]
824,[0.2117629],[2405.18517604],3000000.0,[0.],[1.22773536e-06],[3.36495183],[1149.91162999],[2225008.74546327],[1.84954289],[-1831536.09585403],[0.0109626],[0.02027579],[4967648.95812529],[3023821.12955896],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01902522],[0.00965239],[0.],[0.]
825,[0.21425132],[2405.18517604],3000000.0,[0.],[1.24482436e-06],[3.35890109],[1150.10514112],[2221166.72460929],[1.84979713],[-1519102.518034],[0.01095141],[0.02025788],[4959602.00496293],[3015391.26676044],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01925155],[0.00919885],[0.],[0.]
826,[0.2163269],[2405.18517604],3000000.0,[0.],[1.26505987e-06],[3.3547228],[1153.1745749],[2217386.55911913],[1.85373675],[-1088745.01801425],[0.01091964],[0.02024214],[4952816.59570867],[3003402.26862195],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01952681],[0.0088185],[0.],[0.]
827,[0.21825776],[2405.18517604],3000000.0,[0.],[1.28191728e-06],[3.35397465],[1160.86999859],[2215126.77466115],[1.86360174],[-779807.53597792],[0.01085287],[0.02022543],[4949759.7484416],[2992652.68187646],0,100000.0,0,0,0,0,[100000.],[100000.],[0.01983908],[0.00859423],[0.],[0.]
828,[0.22035441],[2405.18517604],3000000.0,[0.],[1.29759569e-06],[3.35589315],[1169.05675919],[2213621.08143759],[1.87409462],[-384358.41288859],[0.01078905],[0.0202197],[4949366.626645],[2983443.49020673],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02016629],[0.00870902],[0.],[0.]
829,[0.22276885],[2405.18517604],3000000.0,[0.],[1.31463018e-06],[3.35951143],[1177.11930826],[2212815.21336969],[1.88442708],[21515.8464083],[0.0107307],[0.02022123],[4951549.25790261],[2974759.63315849],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02049432],[0.00892443],[0.],[0.]
